fecha,producto_id,nombre,categoria,subcategoria,precio_base,es_estrella,unidades_vendidas,precio_venta,ingresos,año,mes,dia_mes,dia_semana,dia_semana_num,trimestre,semana_ano,num_dias_mes,es_fin_semana,es_festivo,es_Black_Friday,es_Cyber_Monday,es_Navidad,es_Ano_Nuevo,es_Verano,es_puente,dias_hasta_fin_mes,dias_hasta_fin_trimestre,dias_hasta_fin_ano,unidades_vendidas_lag1,unidades_vendidas_lag2,unidades_vendidas_lag3,unidades_vendidas_lag4,unidades_vendidas_lag5,unidades_vendidas_lag6,unidades_vendidas_lag7,unidades_vendidas_ma7,descuento_porcentaje,precio_competencia,ratio_precio,nombre_h,categoria_h,subcategoria_h,nombre_h_Adidas Own The Run Jacket,nombre_h_Adidas Own The Run Jacket,nombre_h_Adidas Ultraboost 23,nombre_h_Adidas Ultraboost 23,nombre_h_Asics Gel Nimbus 25,nombre_h_Asics Gel Nimbus 25,nombre_h_Bowflex SelectTech 552,nombre_h_Bowflex SelectTech 552,nombre_h_Columbia Silver Ridge,nombre_h_Columbia Silver Ridge,nombre_h_Decathlon Bandas Elásticas Set,nombre_h_Decathlon Bandas Elásticas Set,nombre_h_Domyos BM900,nombre_h_Domyos BM900,nombre_h_Domyos Kit Mancuernas 20kg,nombre_h_Domyos Kit Mancuernas 20kg,nombre_h_Gaiam Premium Yoga Block,nombre_h_Gaiam Premium Yoga Block,nombre_h_Liforme Yoga Pad,nombre_h_Liforme Yoga Pad,nombre_h_Lotuscrafts Yoga Bolster,nombre_h_Lotuscrafts Yoga Bolster,nombre_h_Manduka PRO Yoga Mat,nombre_h_Manduka PRO Yoga Mat,nombre_h_Merrell Moab 2 GTX,nombre_h_Merrell Moab 2 GTX,nombre_h_New Balance Fresh Foam X 1080v12,nombre_h_New Balance Fresh Foam X 1080v12,nombre_h_Nike Air Zoom Pegasus 40,nombre_h_Nike Air Zoom Pegasus 40,nombre_h_Nike Dri-FIT Miler,nombre_h_Nike Dri-FIT Miler,nombre_h_Puma Velocity Nitro 2,nombre_h_Puma Velocity Nitro 2,nombre_h_Quechua MH500,nombre_h_Quechua MH500,nombre_h_Reebok Floatride Energy 5,nombre_h_Reebok Floatride Energy 5,nombre_h_Reebok Professional Deck,nombre_h_Reebok Professional Deck,nombre_h_Salomon Speedcross 5 GTX,nombre_h_Salomon Speedcross 5 GTX,nombre_h_Sveltus Kettlebell 12kg,nombre_h_Sveltus Kettlebell 12kg,nombre_h_The North Face Borealis,nombre_h_The North Face Borealis,nombre_h_Trek Marlin 7,nombre_h_Trek Marlin 7,categoria_h_Fitness,categoria_h_Fitness,categoria_h_Outdoor,categoria_h_Outdoor,categoria_h_Running,categoria_h_Running,categoria_h_Wellness,categoria_h_Wellness,subcategoria_h_Banco Gimnasio,subcategoria_h_Banco Gimnasio,subcategoria_h_Bandas Elásticas,subcategoria_h_Bandas Elásticas,subcategoria_h_Bicicleta Montaña,subcategoria_h_Bicicleta Montaña,subcategoria_h_Bloque Yoga,subcategoria_h_Bloque Yoga,subcategoria_h_Cojín Yoga,subcategoria_h_Cojín Yoga,subcategoria_h_Esterilla Fitness,subcategoria_h_Esterilla Fitness,subcategoria_h_Esterilla Yoga,subcategoria_h_Esterilla Yoga,subcategoria_h_Mancuernas Ajustables,subcategoria_h_Mancuernas Ajustables,subcategoria_h_Mochila Trekking,subcategoria_h_Mochila Trekking,subcategoria_h_Pesa Rusa,subcategoria_h_Pesa Rusa,subcategoria_h_Pesas Casa,subcategoria_h_Pesas Casa,subcategoria_h_Rodillera Yoga,subcategoria_h_Rodillera Yoga,subcategoria_h_Ropa Montaña,subcategoria_h_Ropa Montaña,subcategoria_h_Ropa Running,subcategoria_h_Ropa Running,subcategoria_h_Zapatillas Running,subcategoria_h_Zapatillas Running,subcategoria_h_Zapatillas Trail,subcategoria_h_Zapatillas Trail
2025-11-11,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,2025,11,11,Tuesday,1,4,46,30,0,0,0,0,0,0,0,0,19,50,50,,,,,,,,,0.0,,,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-12,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,2025,11,12,Wednesday,2,4,46,30,0,0,0,0,0,0,0,0,18,49,49,,,,,,,,,0.0,,,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-13,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,2025,11,13,Thursday,3,4,46,30,0,0,0,0,0,0,0,0,17,48,48,,,,,,,,,0.0,,,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-14,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,2025,11,14,Friday,4,4,46,30,0,0,0,0,0,0,0,0,16,47,47,,,,,,,,,0.0,,,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-15,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,2025,11,15,Saturday,5,4,46,30,1,0,0,0,0,0,0,0,15,46,46,,,,,,,,,0.0,,,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-16,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,2025,11,16,Sunday,6,4,46,30,1,0,0,0,0,0,0,0,14,45,45,,,,,,,,,0.0,,,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-17,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,2025,11,17,Monday,0,4,47,30,0,0,0,0,0,0,0,0,13,44,44,,,,,,,,,0.0,,,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-18,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,2025,11,18,Tuesday,1,4,47,30,0,0,0,0,0,0,0,0,12,43,43,,,,,,,,,0.0,,,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-19,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,2025,11,19,Wednesday,2,4,47,30,0,0,0,0,0,0,0,0,11,42,42,,,,,,,,,0.0,,,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-20,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,2025,11,20,Thursday,3,4,47,30,0,0,0,0,0,0,0,0,10,41,41,,,,,,,,,0.0,,,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-21,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,2025,11,21,Friday,4,4,47,30,0,0,0,0,0,0,0,0,9,40,40,,,,,,,,,0.0,,,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-22,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,2025,11,22,Saturday,5,4,47,30,1,0,0,0,0,0,0,0,8,39,39,,,,,,,,,0.0,,,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-23,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,2025,11,23,Sunday,6,4,47,30,1,0,0,0,0,0,0,0,7,38,38,,,,,,,,,0.0,,,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-24,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,2025,11,24,Monday,0,4,48,30,0,0,0,0,0,0,0,0,6,37,37,,,,,,,,,0.0,,,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-25,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,2025,11,25,Tuesday,1,4,48,30,0,0,0,0,0,0,0,0,5,36,36,,,,,,,,,0.0,,,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-26,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,2025,11,26,Wednesday,2,4,48,30,0,0,0,0,0,0,0,0,4,35,35,,,,,,,,,0.0,,,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-27,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,2025,11,27,Thursday,3,4,48,30,0,0,0,0,0,0,0,0,3,34,34,,,,,,,,,0.0,,,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-28,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,97.75,,2025,11,28,Friday,4,4,48,30,0,0,1,0,0,0,0,0,2,33,33,,,,,,,,,-15.0,,,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-29,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,2025,11,29,Saturday,5,4,48,30,1,0,0,0,0,0,0,0,1,32,32,,,,,,,,,0.0,,,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-30,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,2025,11,30,Sunday,6,4,48,30,1,0,0,0,0,0,0,0,0,31,31,,,,,,,,,0.0,,,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-01,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,2025,11,1,Saturday,5,4,44,30,1,1,0,0,0,0,0,0,29,60,60,13.0,13.0,14.0,12.0,15.0,19.0,27.0,16.142857142857142,0.0,,,Adidas Ultraboost 23,Running,Zapatillas Running,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-02,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,2025,11,2,Sunday,6,4,44,30,1,0,0,0,0,0,0,0,28,59,59,,13.0,13.0,14.0,12.0,15.0,19.0,14.333333333333334,0.0,,,Adidas Ultraboost 23,Running,Zapatillas Running,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-03,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,2025,11,3,Monday,0,4,45,30,0,0,0,0,0,0,0,0,27,58,58,,,13.0,13.0,14.0,12.0,15.0,13.4,0.0,,,Adidas Ultraboost 23,Running,Zapatillas Running,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-04,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,2025,11,4,Tuesday,1,4,45,30,0,0,0,0,0,0,0,0,26,57,57,,,,13.0,13.0,14.0,12.0,13.0,0.0,,,Adidas Ultraboost 23,Running,Zapatillas Running,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-05,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,2025,11,5,Wednesday,2,4,45,30,0,0,0,0,0,0,0,0,25,56,56,,,,,13.0,13.0,14.0,13.333333333333334,0.0,,,Adidas Ultraboost 23,Running,Zapatillas Running,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-06,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,2025,11,6,Thursday,3,4,45,30,0,0,0,0,0,0,0,0,24,55,55,,,,,,13.0,13.0,13.0,0.0,,,Adidas Ultraboost 23,Running,Zapatillas Running,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
